'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8','ECG'
'[22:53:33.418 08/07/2079]',0.781,-5.470,6.642,9.377,-3.907,-3.907,16.410,3.516,-1.563,0.000,-4.298,3.126,8.596,5.861,-10.549,-8.596,-11.722,12.112,-5.861,0.000,38.291,0.781,-10.549,-20.708
'[22:53:33.422 08/07/2079]',-7.033,1.172,1.954,6.642,-8.987,-4.298,7.424,8.596,-19.536,6.252,-12.894,3.126,0.391,10.159,-15.238,-18.364,-7.033,7.814,-1.172,6.642,38.291,-0.391,-15.238,-89.866
'[22:53:33.426 08/07/2079]',-13.284,-8.596,7.033,-4.298,-26.178,1.172,0.391,5.079,-17.973,6.252,-18.755,-7.424,14.847,6.642,-23.053,-37.900,-6.252,3.516,-6.252,13.284,48.059,0.781,-23.053,-185.201
'[22:53:33.430 08/07/2079]',-23.443,-2.735,1.563,-0.781,-21.490,-7.424,2.344,1.172,4.298,-4.689,-12.112,-2.735,15.238,9.768,-15.238,-26.960,-5.079,1.172,-0.781,-1.563,45.714,4.298,-15.238,-254.750
'[22:53:33.434 08/07/2079]',-23.053,-12.112,-2.735,9.768,-35.165,1.563,1.563,3.126,26.178,-10.549,-15.629,-1.172,15.629,16.020,-16.801,-17.582,-7.033,-4.298,3.516,0.781,39.072,8.596,-16.801,-219.194
'[22:53:33.438 08/07/2079]',-8.205,-24.225,-3.516,1.954,-29.695,0.781,-7.424,1.954,32.039,-16.801,-22.662,-6.642,29.304,6.252,-26.569,-25.006,-10.940,-8.987,4.298,7.033,41.807,2.735,-26.569,-48.449
'[22:53:33.441 08/07/2079]',-3.126,-18.364,-12.503,8.596,-17.582,-1.563,-8.987,2.735,26.569,-17.192,-19.927,0.391,36.337,-3.126,-25.006,-18.755,-11.331,-7.814,13.284,5.079,50.403,-1.563,-25.006,212.943
'[22:53:33.445 08/07/2079]',-15.238,-14.847,-16.801,5.861,-12.894,-13.675,-8.596,-4.689,12.503,-15.238,-20.317,-0.781,21.099,8.596,-33.602,-21.880,-10.940,-9.377,17.582,10.940,52.357,1.563,-33.602,493.871
'[22:53:33.449 08/07/2079]',1.563,-21.490,-21.099,-2.344,1.172,-13.675,-14.457,-15.238,3.907,-8.596,-22.271,-14.066,26.178,15.238,-43.370,-39.463,-8.596,-13.675,21.880,25.006,58.608,0.000,-43.370,653.284
'[22:53:33.453 08/07/2079]',-3.907,-23.053,-23.834,-13.284,-8.987,-12.503,-12.503,-28.132,-2.344,-7.814,-17.582,-17.582,43.370,4.298,-50.794,-43.761,-11.331,-10.549,24.615,22.662,75.409,-6.642,-50.794,677.900
'[22:53:33.457 08/07/2079]',-7.814,-23.053,-26.178,-14.066,-12.112,-22.271,-9.768,-26.569,7.424,-18.755,-23.443,-22.271,-7.814,33.211,-40.244,-41.807,-12.112,-11.722,26.960,14.847,40.244,0.781,-40.244,576.313
'[22:53:33.461 08/07/2079]',-10.549,-23.053,-21.490,-19.927,-34.774,-6.252,-11.331,-21.880,-2.344,-8.205,-28.913,-18.755,1.954,20.317,-41.026,-40.635,-12.503,-11.331,22.271,21.099,30.476,-2.344,-41.026,451.673
'[22:53:33.465 08/07/2079]',-1.563,-14.457,-12.894,-26.960,-33.602,5.079,-7.424,-19.927,-7.424,-5.470,-20.708,-16.801,13.284,-3.126,-33.211,-29.304,-13.284,-4.689,13.675,18.755,21.099,-12.894,-33.211,336.801
'[22:53:33.469 08/07/2079]',-1.954,-14.457,-6.252,-3.516,-23.443,-1.954,0.391,-1.563,-11.722,-5.470,-8.205,8.596,-4.689,3.907,-19.145,2.344,-10.159,4.689,7.033,12.503,-0.391,0.781,-19.145,244.591
'[22:53:33.473 08/07/2079]',2.735,0.781,-3.907,-2.344,-5.079,0.391,2.344,0.391,-11.331,1.563,-7.033,7.424,0.781,7.033,-11.331,-6.642,-5.079,4.298,4.689,14.066,-4.689,8.987,-11.331,146.520
'[22:53:33.477 08/07/2079]',4.298,6.642,0.391,-8.596,5.079,-3.516,0.781,0.781,4.689,1.954,-4.689,1.563,20.317,7.814,-12.503,-12.503,-5.470,4.298,0.391,17.973,-1.563,8.596,-12.503,23.443
'[22:53:33.480 08/07/2079]',11.331,-0.781,1.563,0.781,8.596,-3.907,2.344,6.252,4.689,1.172,6.642,5.861,8.205,7.424,3.126,0.000,-7.424,9.377,-0.781,11.331,-12.894,5.079,3.126,-130.501
'[22:53:33.484 08/07/2079]',11.722,-6.642,2.735,11.331,1.954,-0.391,7.424,10.549,3.516,9.377,7.814,10.549,-3.126,19.145,10.940,4.689,-7.424,11.722,-1.954,6.642,-19.927,12.112,10.940,-272.723
'[22:53:33.488 08/07/2079]',-3.516,-2.344,3.907,8.205,-8.205,-1.954,0.391,17.192,4.298,1.563,0.000,17.973,4.298,6.252,5.079,7.424,-10.549,5.861,-3.126,10.940,-17.973,5.861,5.079,-374.310
'[22:53:33.492 08/07/2079]',-3.516,-1.172,7.033,5.079,-12.112,0.391,-4.298,24.225,-4.298,3.126,-3.907,23.053,3.907,-5.079,10.940,7.814,-9.377,4.298,-6.252,14.457,-20.708,-5.470,10.940,-422.369
'[22:53:33.496 08/07/2079]',-20.317,-5.861,10.940,5.470,-23.053,-4.689,1.172,17.582,-14.066,3.907,-5.470,20.708,-17.582,0.391,9.377,12.112,-11.722,1.172,-10.159,8.205,-29.304,5.079,9.377,-412.601
'[22:53:33.500 08/07/2079]',-14.066,4.298,1.563,1.563,-14.847,2.344,0.391,6.642,-3.126,-4.689,-9.377,16.020,-18.755,5.861,2.735,7.424,-10.549,-5.470,-0.781,7.424,-26.178,5.861,2.735,-362.198
'[22:53:33.504 08/07/2079]',0.391,1.563,-11.331,-3.516,-8.987,4.689,-9.377,1.172,-1.172,-7.033,-10.159,14.066,-18.755,3.907,5.079,3.907,-10.549,-7.424,12.112,9.768,-32.039,-6.642,5.079,-303.980
'[22:53:33.508 08/07/2079]',8.987,-1.172,-1.954,1.563,-5.861,13.284,-5.861,5.079,-5.079,2.735,-7.424,18.364,-5.861,-2.344,3.516,13.284,-8.596,-4.298,2.735,1.563,-26.178,-0.391,3.516,-248.889
'[22:53:33.512 08/07/2079]',6.252,2.735,-5.470,4.689,0.391,9.377,-5.861,3.907,-1.954,-6.252,-4.689,17.192,-8.596,3.907,-1.172,9.768,-8.205,-5.470,6.252,1.563,-30.085,7.033,-1.172,-209.035
'[22:53:33.516 08/07/2079]',12.894,1.172,0.781,1.954,14.066,4.298,-3.907,2.344,-3.907,0.000,3.126,12.112,1.563,-3.516,4.298,7.814,-5.079,-3.907,0.000,8.596,-22.662,-10.159,4.298,-172.308
'[22:53:33.520 08/07/2079]',10.159,-6.642,14.847,-1.954,7.424,4.689,4.298,-0.391,-26.178,19.536,5.079,15.238,14.847,-25.397,5.861,17.582,-3.516,-0.781,-14.066,5.861,-17.582,-9.768,5.861,-141.441
'[22:53:33.523 08/07/2079]',-20.317,2.735,15.238,1.563,-10.549,0.391,8.596,1.563,-16.410,0.781,-2.735,12.112,-44.151,6.252,12.503,16.410,-1.954,-0.391,-14.457,0.391,-34.774,-0.781,12.503,-119.951
'[22:53:33.527 08/07/2079]',-19.536,8.205,1.172,-6.252,-21.880,7.814,3.516,-5.079,-6.642,1.172,-9.377,7.033,-21.490,0.391,8.205,4.298,3.907,-5.079,-0.391,7.033,-29.304,-7.033,8.205,-95.726
'[22:53:33.531 08/07/2079]',-10.940,-1.172,9.768,-12.894,-19.536,12.112,1.563,-10.159,-14.847,2.735,-8.987,6.642,-26.178,-3.516,1.954,12.503,4.298,-5.079,-8.987,12.503,-27.741,-8.596,1.954,-75.409
'[22:53:33.535 08/07/2079]',-0.391,-5.470,14.457,5.470,-5.079,8.596,3.907,5.861,-6.642,-0.391,-7.424,3.516,-28.523,8.987,-5.079,13.675,10.159,-3.126,-13.675,3.907,-21.880,3.907,-5.079,-53.919
'[22:53:33.539 08/07/2079]',0.781,0.781,10.159,0.000,12.112,-1.172,-1.172,1.954,10.159,-5.861,-14.457,-6.252,-10.549,8.205,-13.284,-0.391,10.159,-11.331,-9.377,3.907,-11.722,8.596,-13.284,-42.979
'[22:53:33.543 08/07/2079]',-4.298,5.470,12.112,4.689,24.225,-7.814,-7.033,8.205,21.099,-3.126,-11.331,-7.033,-6.642,10.940,-4.689,0.000,11.722,-14.457,-11.331,8.205,-5.470,-0.391,-4.689,-39.463
'[22:53:33.547 08/07/2079]',-0.391,0.000,14.847,9.768,22.662,-7.033,0.000,8.987,24.615,0.391,-1.563,-3.907,-1.172,0.781,7.033,10.549,12.112,-7.424,-14.066,0.000,-14.066,2.344,7.033,-39.853
'[22:53:33.551 08/07/2079]',-9.377,-0.781,3.516,12.112,14.457,-6.642,-0.391,-1.172,28.523,-2.344,-3.516,-3.516,-1.954,0.391,8.205,10.940,9.768,-8.987,-2.735,-3.126,-11.722,6.252,8.205,-37.509
'[22:53:33.555 08/07/2079]',-7.424,-4.689,3.126,6.252,-3.516,4.689,-2.735,0.000,20.317,0.391,-3.907,1.954,2.735,-3.126,11.722,6.642,10.159,-5.079,-2.344,7.814,-8.596,-3.907,11.722,-33.993
'[22:53:33.559 08/07/2079]',-4.689,-8.987,10.159,9.768,-1.172,-1.563,-2.344,13.284,10.549,0.391,-3.126,7.424,1.563,-0.391,6.252,7.814,11.722,1.563,-9.377,9.377,-6.642,0.000,6.252,-23.834
'[22:53:33.563 08/07/2079]',13.284,-10.159,11.331,4.298,13.675,-0.781,2.735,3.907,10.159,-1.563,0.391,-1.172,-1.563,10.159,-1.954,1.954,10.159,5.079,-10.549,7.424,-2.735,4.298,-1.954,-17.192
'[22:53:33.566 08/07/2079]',15.238,-5.470,8.987,1.954,10.549,6.252,3.516,0.391,15.238,-10.940,8.596,0.000,-1.172,11.722,-3.516,6.252,6.252,5.079,-8.205,5.470,-7.424,8.987,-3.516,-12.112
'[22:53:33.570 08/07/2079]',13.284,-1.563,10.940,4.689,17.973,0.391,0.781,7.814,8.987,-2.344,10.549,3.907,-2.735,6.252,5.470,12.503,8.987,5.470,-10.159,6.252,-20.708,3.516,5.470,-17.582
'[22:53:33.574 08/07/2079]',14.457,-2.344,13.675,0.781,17.192,2.344,0.391,6.252,4.298,1.563,6.252,3.126,-3.907,3.126,4.298,12.112,6.252,2.735,-12.894,0.391,-17.582,5.861,4.298,-23.443
'[22:53:33.578 08/07/2079]',14.066,1.954,3.516,5.470,16.801,3.126,-1.172,7.033,-1.954,6.252,2.344,7.033,2.735,-0.781,-0.391,12.112,5.079,-2.735,-2.735,1.172,-11.722,3.907,-0.391,-30.476
'[22:53:33.582 08/07/2079]',1.954,-10.159,10.940,3.516,1.954,-1.954,-2.735,9.377,-1.172,7.424,0.391,5.861,5.079,-2.735,1.954,8.987,4.298,-5.861,-10.159,12.894,-7.424,-4.689,1.954,-28.523
'[22:53:33.586 08/07/2079]',3.516,-15.238,3.516,8.987,7.814,-13.284,-4.689,12.112,6.642,-3.126,-7.033,9.377,-3.126,0.781,-5.079,13.675,0.391,-8.987,-2.735,8.205,-5.470,-1.563,-5.079,-26.569
'[22:53:33.590 08/07/2079]',4.298,-14.457,-0.391,2.735,1.172,-7.424,-4.689,2.735,9.768,-9.377,-10.549,1.954,-2.344,0.391,-5.079,0.781,-2.735,-13.284,1.172,7.033,-6.252,2.344,-5.079,-24.615
'[22:53:33.594 08/07/2079]',-11.722,-15.629,-2.344,0.000,-16.020,-8.596,-10.549,5.470,9.377,-12.503,-16.020,1.954,11.722,-18.364,-1.954,-7.424,-4.689,-19.536,3.126,14.066,-13.284,-0.391,-1.954,-27.350
'[22:53:33.598 08/07/2079]',0.000,-19.927,-2.735,6.642,-4.298,-10.159,-12.503,11.722,6.252,-12.112,-17.192,8.987,10.549,-18.755,-8.596,3.126,-8.596,-17.582,3.516,14.457,-7.424,-1.954,-8.596,-25.397
'[22:53:33.602 08/07/2079]',2.735,-22.662,-8.596,8.205,-12.894,-2.735,-12.503,7.814,-5.079,-5.079,-19.145,4.298,8.987,-14.066,-17.973,-1.172,-12.112,-16.410,9.377,8.987,-0.391,4.689,-17.973,-24.615
'[22:53:33.605 08/07/2079]',-7.033,-15.238,-7.814,7.033,-12.503,-5.470,-13.284,9.768,-21.099,3.516,-17.192,5.079,48.059,-35.946,-33.993,-6.252,-11.722,-19.536,8.596,9.768,13.284,9.768,-33.993,-31.258
'[22:53:33.609 08/07/2079]',-12.894,-0.781,-7.424,8.596,-3.907,-6.252,-18.755,17.192,3.516,-17.582,-25.397,-2.735,-7.814,-1.172,-23.053,-8.987,-12.503,-23.443,8.205,10.549,0.781,1.954,-23.053,-48.059
'[22:53:33.613 08/07/2079]',-11.722,-0.781,-12.503,12.894,1.172,-8.205,-15.238,10.549,2.735,-9.768,-17.582,1.954,-7.424,-3.516,-16.801,5.861,-6.642,-17.973,13.284,5.861,-5.079,2.735,-16.801,-54.701
'[22:53:33.617 08/07/2079]',1.563,-11.331,-10.940,8.205,8.205,-7.814,-10.159,-3.126,1.954,-11.722,-7.033,1.563,-7.424,-4.689,-8.205,6.642,-4.298,-18.364,11.722,7.814,-9.768,1.563,-8.205,-46.105
'[22:53:33.621 08/07/2079]',-1.172,-14.457,-9.377,8.987,7.814,-14.457,-14.847,5.470,16.020,-14.847,-17.973,4.689,-8.596,-1.954,0.000,-0.391,-7.424,-19.145,10.159,10.549,-12.503,-1.563,0.000,-44.933
'[22:53:33.625 08/07/2079]',5.470,-18.364,-8.596,3.516,10.159,-19.145,-13.675,2.735,9.768,-5.861,-21.490,8.987,-1.563,3.516,-8.205,-1.172,-10.159,-13.675,9.377,10.159,-3.907,-2.735,-8.205,-31.648
'[22:53:33.629 08/07/2079]',-7.814,-13.284,-6.252,0.391,-3.126,-10.159,-4.298,-8.205,7.814,-6.252,-16.410,-1.172,17.973,-4.298,-17.973,-10.549,-15.238,-10.159,7.033,2.735,8.205,7.033,-17.973,-35.165
'[22:53:33.633 08/07/2079]',-10.549,-1.563,-0.391,4.298,-7.424,9.377,-1.563,-7.814,17.192,-8.205,-12.112,0.391,23.834,-1.954,-12.894,-10.940,-13.284,-9.768,1.172,0.391,16.410,7.814,-12.894,-14.847
'[22:53:33.637 08/07/2079]',-7.033,0.391,-3.516,7.814,5.079,4.298,-7.033,-5.861,21.880,-11.722,-16.020,1.172,19.145,-3.907,-13.284,-5.861,-11.331,-8.596,4.298,-0.781,22.662,1.563,-13.284,-7.424
'[22:53:33.641 08/07/2079]',-10.940,-3.126,-8.596,2.344,2.344,0.000,-10.940,-11.331,8.596,-8.987,-15.238,-3.516,13.284,-8.596,-11.722,-11.722,-9.377,-11.722,9.377,1.172,14.066,3.516,-11.722,23.834
'[22:53:33.645 08/07/2079]',-7.814,0.391,-17.973,1.563,7.814,-2.344,-17.582,-12.112,7.033,-8.205,-21.099,-3.516,11.331,-13.284,-8.596,-14.847,-6.642,-16.020,18.755,2.344,8.596,2.344,-8.596,39.853
'[22:53:33.648 08/07/2079]',-2.344,-5.470,-6.642,-4.298,10.549,-8.205,-17.192,-5.470,17.582,-3.907,-18.755,-1.563,19.927,-8.596,-10.159,-7.814,-4.689,-15.238,7.424,7.814,1.563,0.781,-10.159,48.059
'[22:53:33.652 08/07/2079]',0.391,-15.629,-3.907,-0.781,7.814,-12.503,-14.066,-1.172,9.377,4.298,-14.066,-6.642,19.145,-4.689,-11.331,-7.814,-4.689,-11.331,4.689,3.907,0.000,5.861,-11.331,38.291
'[22:53:33.656 08/07/2079]',3.516,-8.987,-1.563,-2.344,-3.126,5.861,-5.079,-7.033,10.159,14.457,-7.424,-3.907,17.192,5.470,-0.391,-8.205,0.391,-5.470,2.344,-1.954,0.781,16.801,-0.391,46.105
'[22:53:33.660 08/07/2079]',-3.126,-3.126,8.987,-2.344,-8.205,9.768,-7.424,5.470,20.708,12.894,-7.424,-5.079,16.801,14.066,0.781,-10.159,1.954,-1.563,-8.205,3.126,0.000,14.847,0.781,49.231
'[22:53:33.664 08/07/2079]',0.391,-9.377,1.563,-2.735,-3.516,5.861,-8.596,-3.516,4.689,16.410,3.126,-6.252,9.768,14.457,0.000,-4.689,-0.391,3.126,-0.781,7.424,0.391,10.940,0.000,37.900
'[22:53:33.668 08/07/2079]',7.814,-3.126,-0.391,3.516,5.079,12.503,-7.424,-1.954,-6.252,19.536,8.987,2.344,13.675,10.549,0.391,-0.781,0.391,8.987,1.172,0.391,4.689,17.192,0.391,19.145
'[22:53:33.672 08/07/2079]',-4.689,1.172,-6.252,3.907,5.079,1.172,-17.582,4.689,0.391,4.689,2.735,0.391,14.457,7.033,-0.781,-12.894,-3.516,0.391,7.033,2.735,5.861,15.238,-0.781,10.159
'[22:53:33.676 08/07/2079]',-1.563,5.079,0.391,-6.252,7.033,-0.781,-17.192,8.987,-2.735,10.940,3.126,-1.172,19.927,3.907,3.516,-18.364,-3.126,-3.516,0.391,5.861,-1.172,7.424,3.516,21.099
'[22:53:33.680 08/07/2079]',5.079,-7.033,-3.516,5.079,0.391,1.563,-10.159,6.642,-8.596,16.020,13.675,-4.298,33.993,-11.331,7.814,-13.675,-2.735,-1.172,4.298,-1.172,0.391,11.722,7.814,28.132
'[22:53:33.684 08/07/2079]',17.192,-6.252,0.391,7.424,11.331,3.516,-1.954,4.298,20.708,4.298,10.549,-7.424,-1.954,16.801,19.145,-5.470,-3.516,-0.391,0.391,-3.126,-6.642,12.112,19.145,42.979
'[22:53:33.688 08/07/2079]',12.894,-13.284,4.689,6.252,0.000,3.907,-4.689,11.722,16.020,10.549,3.907,-2.344,8.596,5.470,14.457,-0.391,-3.907,0.000,-3.907,8.205,-11.722,2.735,14.457,37.900
'[22:53:33.691 08/07/2079]',13.675,-17.582,6.642,4.298,0.000,7.033,-7.814,8.987,8.987,14.457,0.391,0.391,10.549,8.205,7.814,-1.954,-3.126,2.344,-5.861,7.424,3.126,4.298,7.814,36.728
'[22:53:33.695 08/07/2079]',14.847,-9.768,4.298,5.861,3.126,11.722,-8.205,8.987,12.894,11.722,-7.814,-0.391,8.205,19.536,0.000,-10.940,-5.079,2.344,-3.516,9.768,8.596,10.549,0.000,32.039
'[22:53:33.699 08/07/2079]',1.563,-11.331,7.814,-5.861,-3.516,4.689,-9.768,2.735,9.768,9.377,-8.987,-4.298,7.814,22.271,-5.079,-18.755,-5.861,-3.516,-7.033,13.675,5.861,6.642,-5.079,46.496
'[22:53:33.703 08/07/2079]',-5.079,-10.549,4.689,4.689,-13.284,6.642,-8.987,10.940,3.907,2.344,-6.642,5.861,20.317,0.781,-5.079,-9.768,-6.252,0.000,-3.907,8.205,10.549,6.252,-5.079,56.654
'[22:53:33.707 08/07/2079]',4.298,-8.987,-1.563,4.298,-1.954,3.126,-10.549,7.814,7.033,-3.516,-11.722,3.516,11.331,6.252,-7.424,-14.847,-7.033,0.781,2.344,5.079,7.814,11.331,-7.424,58.999
'[22:53:33.711 08/07/2079]',-10.549,-10.159,-0.781,-3.126,-5.470,-12.503,-9.377,2.735,5.470,-10.159,-12.894,4.689,7.033,-1.172,-2.735,-14.847,-12.112,-3.516,1.563,10.159,5.470,1.172,-2.735,53.919
'[22:53:33.715 08/07/2079]',-3.907,-22.662,-3.126,3.907,-20.708,0.391,-12.112,6.642,-11.331,-4.689,-8.596,12.112,8.987,-15.238,-3.516,-1.954,-12.894,-3.126,3.907,16.020,10.549,-11.722,-3.516,51.966
'[22:53:33.719 08/07/2079]',1.954,-28.523,-1.172,1.954,-12.503,1.172,-11.331,-2.344,-3.907,0.781,-14.066,11.722,3.516,-6.642,-5.079,4.298,-12.503,-2.735,1.954,15.238,6.252,-4.298,-5.079,46.496
'[22:53:33.723 08/07/2079]',-6.252,-16.020,3.126,1.172,-4.298,-3.126,-6.252,-2.735,1.172,-5.470,-14.457,4.298,7.033,-11.722,-3.516,-4.689,-13.675,-7.424,-2.344,8.596,5.470,-1.954,-3.516,38.681
'[22:53:33.727 08/07/2079]',-14.457,-2.735,17.582,-10.549,-1.954,1.563,-2.735,-5.861,-0.781,-8.987,-14.457,0.000,0.000,-13.284,-6.642,-2.735,-8.205,-7.814,-16.801,7.814,5.079,-6.642,-6.642,30.867
'[22:53:33.730 08/07/2079]',-13.284,-1.563,14.457,2.344,-0.391,4.689,-4.298,2.735,0.391,-16.410,-7.814,3.907,-12.112,-9.377,-4.298,7.033,-3.907,-2.735,-13.675,6.252,-2.344,-5.470,-4.298,22.271
'[22:53:33.734 08/07/2079]',-12.894,0.391,11.722,-0.781,3.907,0.781,1.563,-7.814,-1.172,-23.053,-4.298,-1.563,-14.847,-13.675,-1.172,0.391,-5.470,-1.954,-10.940,-4.689,1.563,0.000,-1.172,17.582
'[22:53:33.738 08/07/2079]',-24.615,-0.391,14.847,-7.814,-16.020,6.252,-3.126,-3.907,-17.192,-15.629,-8.987,-5.470,-7.814,-16.801,-9.768,-12.112,-3.907,-6.642,-14.066,3.516,10.159,-7.033,-9.768,8.987
'[22:53:33.742 08/07/2079]',-22.662,1.954,4.298,-0.391,-22.271,12.112,-9.768,4.298,-8.205,-13.675,-10.549,-1.172,-0.781,-15.238,-3.907,-12.894,-3.126,-7.424,-3.516,7.424,5.079,-11.331,-3.907,10.549
'[22:53:33.746 08/07/2079]',-8.987,-1.954,8.205,1.172,-7.033,7.424,-0.781,-0.781,7.424,-1.172,-3.126,3.516,14.847,-7.033,3.907,-5.079,-4.298,-1.172,-7.424,0.391,2.344,0.781,3.907,12.503
'[22:53:33.750 08/07/2079]',-4.689,-7.424,9.377,1.563,-1.563,3.516,0.391,-2.735,-1.954,6.252,-1.563,3.126,41.026,-17.582,-10.940,-6.642,-7.033,-2.344,-8.596,4.689,19.145,0.000,-10.940,17.973
'[22:53:33.754 08/07/2079]',5.079,3.126,0.391,0.391,10.159,3.126,-5.470,2.344,23.053,-7.033,-7.033,15.629,1.563,19.927,-1.563,3.516,-5.861,-0.781,0.391,4.689,-1.954,0.391,-1.563,21.490
'[22:53:33.758 08/07/2079]',1.563,-2.735,7.033,2.735,14.847,-11.722,-4.689,10.549,18.364,-5.079,-6.252,18.755,3.126,11.722,7.814,2.344,-2.735,1.563,-6.252,0.000,-4.298,7.033,7.814,15.629
'[22:53:33.762 08/07/2079]',-3.516,-3.516,-0.391,2.344,-10.940,2.344,0.000,3.126,5.470,-7.424,-14.066,10.549,-1.563,4.298,-3.907,-3.516,-4.298,-1.563,1.172,0.391,2.344,7.814,-3.907,8.987
'[22:53:33.766 08/07/2079]',3.126,-3.126,4.298,-3.126,-10.159,8.987,1.954,1.172,7.033,-4.689,-6.642,5.470,-8.205,12.503,4.298,-7.424,0.391,-1.954,-3.516,3.516,-0.781,5.470,4.298,7.814
'[22:53:33.770 08/07/2079]',-8.987,-5.861,13.284,3.126,-26.960,14.457,9.377,5.470,-2.735,2.735,0.391,9.377,-3.516,-1.563,16.801,-0.391,1.563,5.079,-12.503,3.126,3.126,0.781,16.801,7.814
'[22:53:33.773 08/07/2079]',-15.238,-0.781,15.629,3.907,-31.648,14.847,14.457,6.252,-6.252,10.940,2.344,7.424,-5.470,10.159,10.159,0.391,0.000,10.549,-14.847,-5.079,14.457,5.470,10.159,10.940
'[22:53:33.777 08/07/2079]',-13.675,8.987,15.629,0.000,-17.973,8.205,11.331,9.768,1.172,5.861,8.205,6.252,6.642,7.033,12.894,-4.298,-0.391,12.112,-14.847,0.781,6.642,4.689,12.894,9.768
'[22:53:33.781 08/07/2079]',-18.364,2.735,27.350,2.735,-24.225,9.768,12.503,16.410,8.596,0.781,12.112,16.801,7.424,13.284,9.377,8.205,0.000,16.020,-26.569,6.252,8.987,6.252,9.377,8.205
'[22:53:33.785 08/07/2079]',7.033,-9.377,20.317,3.126,-8.205,6.642,10.549,12.894,10.940,0.000,14.066,12.112,10.940,17.192,2.735,5.470,-1.954,14.457,-19.536,1.172,1.172,19.145,2.735,2.735
'[22:53:33.789 08/07/2079]',9.768,-4.689,16.410,0.391,-2.735,5.079,7.814,12.503,12.112,-3.516,8.596,7.033,16.801,15.629,-1.563,-6.252,-1.954,6.642,-15.629,2.735,5.470,17.192,-1.563,-7.033
'[22:53:33.793 08/07/2079]',2.344,2.735,14.847,4.298,-2.344,2.735,5.861,19.145,9.377,-3.907,12.503,17.582,7.033,16.801,9.768,1.172,-0.391,5.861,-14.066,5.079,0.000,9.377,9.768,-12.503
'[22:53:33.797 08/07/2079]',-0.391,0.000,11.331,6.642,-14.457,9.377,6.642,15.238,-7.033,3.126,20.708,19.536,3.516,2.735,16.410,13.284,-1.563,12.894,-10.549,4.298,1.954,-2.344,16.410,-9.377
'[22:53:33.801 08/07/2079]',-1.172,0.781,8.596,21.099,-10.549,5.861,11.722,23.443,-3.516,1.172,25.006,31.648,6.252,4.298,11.722,31.258,0.000,17.973,-7.814,1.563,1.172,0.000,11.722,-1.172
'[22:53:33.805 08/07/2079]',-5.861,0.781,5.861,19.145,-14.847,0.391,3.516,31.258,-6.642,0.391,16.410,32.039,-7.814,10.159,15.629,24.615,0.000,14.066,-5.079,8.205,-6.642,-4.298,15.629,0.391
'[22:53:33.809 08/07/2079]',-11.722,-2.735,14.847,8.596,-19.536,2.735,-1.172,26.960,-8.205,-2.735,8.205,25.788,-13.675,13.675,4.298,18.755,-1.954,9.768,-14.066,15.629,-8.205,1.563,4.298,0.000
'[22:53:33.813 08/07/2079]',-12.112,-1.954,12.503,5.079,-14.847,0.781,0.781,17.192,-15.238,1.954,7.424,11.722,-2.344,-2.344,5.079,6.252,0.000,4.298,-11.722,9.768,-5.861,1.954,5.079,-4.298
'[22:53:33.816 08/07/2079]',-8.596,-8.205,16.410,2.344,-5.079,-7.424,1.563,13.675,-11.331,0.391,9.768,8.987,-3.126,-5.470,8.596,8.987,-3.907,-1.563,-15.629,2.735,-5.079,2.735,8.596,-5.861
'[22:53:33.820 08/07/2079]',-2.344,-9.768,10.159,6.252,-4.298,-1.563,-4.689,15.629,-23.443,0.391,3.907,14.847,1.954,-24.225,4.298,13.675,-6.252,-3.516,-9.377,6.252,0.781,-3.126,4.298,-2.735
'[22:53:33.824 08/07/2079]',-1.954,-13.284,6.642,3.126,-17.192,4.689,-5.861,13.284,-35.946,10.549,2.344,14.066,48.449,-57.827,-8.987,10.159,-3.126,-1.172,-5.861,1.172,16.020,-3.126,-8.987,4.298
'[22:53:33.828 08/07/2079]',3.907,-20.317,5.470,2.735,-16.410,3.907,-4.689,9.377,6.252,-11.722,-8.987,7.424,1.172,-8.205,-8.596,8.987,-7.424,-6.252,-4.689,0.391,8.205,-1.954,-8.596,12.503
'[22:53:33.832 08/07/2079]',-1.172,-14.066,-1.954,0.781,-15.629,5.861,-5.861,-0.391,7.424,-8.596,-9.377,2.344,3.516,-7.814,-8.596,4.689,-4.298,-7.033,2.735,10.159,1.172,-7.033,-8.596,18.364
'[22:53:33.836 08/07/2079]',-7.424,-9.768,-3.907,-5.861,-14.457,3.907,-5.470,-11.722,12.112,-9.768,-10.159,-0.391,6.642,-8.987,-10.159,5.079,-1.172,-3.907,4.689,5.861,0.781,-7.424,-10.159,14.847
'[22:53:33.840 08/07/2079]',-5.861,-5.079,1.954,-7.033,5.079,-10.159,-0.391,-9.768,20.317,-16.410,-12.112,-8.596,-4.689,0.391,-11.331,0.391,1.172,-5.470,-1.172,-0.391,-5.079,-4.298,-11.331,9.768
'[22:53:33.844 08/07/2079]',3.516,0.000,0.391,-9.377,9.768,-4.298,-1.172,-9.768,2.735,-10.549,-10.549,-6.252,-1.954,-8.596,-7.814,-4.298,1.563,-4.298,0.391,6.252,-11.331,-1.563,-7.814,1.172
